0.00082144,0.0007543,0.00070423,0.00076882,0.0008627,0.00070423,0.00091258,0.00062149,0.00056938,0.00076737,0.00035688,0.00034595,0.00012928,0.00020984,0.00076673,0.00048078,0.00048049,0.00041623,0.00062433,0.00063349,0.00052643,0.00061104,0.00051947,0.00048646,0.00057601,0.00096398,0.0008063,-0.00051342,0.00055683,0.00084667,0.00084186,0.00082747,0.00070554,0.00068802,0.00023796,-0.00021809,0.00024065,0.00021555,0.00061776,-0.00032508,-0.00056839,-0.00056333,-0.00053624,-0.00052801,-0.00054154,-0.00057065,-0.00054496,-0.0005361,-0.00054743,0.00060723,0.00026081,0.00054355,0.00064085,4
0.00064512,0.00054643,0.00046339,0.00048946,0.00067374,0.00046339,0.00042603,0.00036625,0.00051927,0.0009249,0.00068545,-6.6684e-05,0.00011506,0.00033338,0.000761,0.00047227,8.0619e-05,0.00036244,0.0007872,0.00067227,0.00014931,0.00063583,0.00040141,0.0003938,0.00058746,-0.00071585,0.0004657,-0.00058816,0.00068029,0.00049728,0.00061325,0.00069234,0.0007586,0.00064808,0.00013426,0.00015588,0.00013385,0.00014244,0.00092664,-0.00066142,-0.00055255,-0.00065007,-0.00067054,-0.00068039,-0.00066855,-0.00064979,-0.00066778,-0.00067762,-0.00066693,0.00066243,0.00011833,0.00095122,9.0563e-05,7
0.00082208,0.00089363,0.00096178,0.0010339,0.00081249,0.00096178,0.00081076,0.00061853,0.00051104,0.00087733,8.827e-05,0.00010688,-2.8212e-05,0.0003384,0.00075967,0.00066254,0.00089933,0.00051439,0.00061075,0.00076708,-0.00029428,0.00067342,0.0007556,0.00076444,0.0005821,-0.00011504,0.0010104,-0.00098923,0.00060914,0.00081485,0.00087049,0.00086087,0.00080286,0.0008534,0.00022357,2.5649e-05,0.0002952,0.00022359,0.00061776,-0.00029635,-0.00052069,-0.00051173,-0.000521,-0.00052226,-0.00052507,-0.00052508,-0.00053021,-0.00053066,-0.00053223,0.00049683,0.00036211,0.00067944,0.00050956,5
0.00074624,0.00060267,0.00048241,0.00057272,0.00087486,0.00048241,0.00043538,0.00015344,0.00032193,0.000975,0.0002717,-9.9714e-05,-0.00021584,0.00018098,0.00076691,0.00053884,0.00027357,0.00036041,0.00072386,0.00062487,-0.00011088,0.00067262,0.00042502,0.00041697,0.00058417,0.0025297,0.0014079,-0.0005456,0.00062852,0.0020718,0.00096419,0.00093542,0.00075397,0.00092391,0.00056057,-0.00054762,0.00040415,0.000247,0.00030888,-0.00017752,-0.00057381,-0.00047557,-0.0004672,-0.00046278,-0.00047483,-0.00049258,-0.00048147,-0.00047554,-0.00048491,0.00038642,0.00049428,0.00027178,0.0028181,5
0.00086366,0.00093773,0.00087452,0.00084578,0.00084121,0.00087452,0.00062349,0.00044696,0.00040061,0.00061124,0.00049759,0.00031922,0.00018184,2.2722e-07,0.00077361,0.00070421,-0.00031041,0.00028427,0.00045241,0.00075415,-0.00043264,0.00063103,0.00023612,0.00027798,0.00057848,0.00020221,0.00072953,-0.00065575,0.00058312,0.00052585,0.00076428,0.00079008,0.00075599,0.00068424,0.00014639,-4.507e-05,0.00021594,0.00016942,0.00046332,-0.00041894,-0.00053998,-0.00052599,-0.00054312,-0.00055291,-0.00054865,-0.00053739,-0.00055146,-0.00055915,-0.00055401,0.00060723,0.0002004,0.00081533,0.00028835,5
0.00077252,0.00072093,0.00075536,0.00076644,0.00076461,0.00075536,0.00050679,0.00060449,0.00045708,0.00090839,0.00036944,-0.00029047,-0.00028779,0.00016867,0.00075892,0.00040018,1.8071e-05,0.00042403,0.000751,0.0006852,-0.00053651,0.00064063,0.0009445,0.00092659,0.00058594,-0.00051076,0.00024809,-0.00034145,0.00069425,0.00035694,0.00050508,0.00055318,0.00036944,0.00024946,9.6937e-05,0.00011183,7.165e-05,5.5811e-05,0.0007722,-0.00077848,-0.00069851,-0.00069007,-0.0006961,-0.00069917,-0.00069526,-0.00068453,-0.00069264,-0.00069471,-0.00069127,0.00055203,7.3188e-05,0.00067944,5.3082e-05,3
0.00060231,0.00061793,0.00057761,0.00052094,0.00051901,0.00057761,0.00039247,0.00031528,0.00060933,0.00088918,0.00063486,-0.00033778,-0.00029278,0.00039616,0.00076744,0.0005703,6.6591e-05,0.00034723,0.00053384,0.0010601,0.0004866,0.00055905,0.00035419,0.00032431,0.00058438,-0.00059448,0.00061677,-0.00071427,0.00065048,0.00045093,0.00074818,0.00074019,0.00070729,0.00061032,0.00012304,0.00013072,0.00017906,0.00012015,0.00046332,-0.00047059,-0.00057387,-0.00060129,-0.00059201,-0.00058755,-0.0005951,-0.00060475,-0.00059582,-0.00059123,-0.00059753,0.00060723,0.00012347,0.00067944,0.0003361,5
0.00074903,0.00067494,0.00059725,0.00064397,0.00080185,0.00059725,0.00059419,0.00045185,0.00018336,0.00050723,0.00034996,3.3516e-05,-4.5837e-05,-5.2083e-05,0.00077722,0.00095224,0.0010508,0.00043769,0.00070576,0.00068951,0.0016661,0.00061744,0.00070837,0.00067178,0.00057729,1.7911e-05,0.00078561,-0.00068379,0.00065617,0.00054819,0.00081149,0.00089605,0.0009828,0.001069,0.00015365,-4.0368e-06,0.00023439,0.00024353,0.00061776,-0.00041429,-0.00046937,-0.00052938,-0.00053663,-0.00053936,-0.00054215,-0.00054,-0.00054555,-0.00054679,-0.000548,0.00049683,0.00041579,0.00040766,0.00088384,4
0.00088205,0.00097035,0.00099063,0.00094801,0.00079462,0.00099063,0.00094466,0.00047223,0.00036785,0.00077477,0.00038179,2.3134e-05,-0.00021389,0.0001408,0.00077292,0.00074076,0.00018509,0.00027631,0.00076005,0.00084034,0.00077213,0.00062784,0.0010389,0.0010192,0.00057997,-0.00047903,0.0007698,-0.00090994,0.00058394,0.00042293,0.00074239,0.00079973,0.00076516,0.00071206,0.00011715,0.00010691,0.00022688,0.00018512,0.0007722,-0.00052855,-0.00054586,-0.00058848,-0.00058775,-0.00058683,-0.00059151,-0.00059346,-0.00059242,-0.00059079,-0.00059428,0.00071764,0.00023847,0.00054355,0.00050672,3
0.00099299,0.00097314,0.00099871,0.00095276,0.0010837,0.00099871,0.00079893,0.0010058,0.00083744,0.00082211,0.00090508,0.00036028,0.00036138,0.00051941,0.00074993,0.00042785,0.0002371,0.00052675,0.00052932,0.00052575,0.00041328,0.00054466,0.00073199,0.00074127,0.00057708,0.00063423,0.0013425,-0.00095447,0.00068652,0.0016583,0.00096607,0.001004,0.0010824,0.0010193,0.00046297,-0.00014404,0.00039756,0.00031551,0.00046332,-0.00018794,-0.00042795,-0.00046963,-0.00047409,-0.00047452,-0.0004822,-0.00048798,-0.00048787,-0.00048642,-0.00049167,0.00049683,0.00058851,0.00067944,0.0010702,1
